parasha	lev_range_approx	sifra	tractate	daf	talmud_full	connection
Bechukotai	Lev 26:3–27 (approx)	Sifra, Bechukotai, Section 4 1	Menachot	101a	Menachot 101a:3	mesorat hashas
Bechukotai	Lev 26:3–27 (approx)	Sifra, Bechukotai, Section 4 1	Temurah	33a	Temurah 33a:1-2	mesorat hashas
Bechukotai	Lev 26:3–27 (approx)	Sifra, Bechukotai, Section 4 7	Zevachim	6a	Zevachim 6a:3	mesorat hashas
Bechukotai	Lev 26:3–27 (approx)	Sifra, Bechukotai, Chapter 6 4	Sanhedrin	63b	Sanhedrin 63b:23	mesorat hashas
Bechukotai	Lev 26:3–27 (approx)	Sifra, Bechukotai, Chapter 6 3	Yoma	38b	Yoma 38b:4-5	mesorat hashas
Bechukotai	Lev 26:3–27 (approx)	Sifra, Bechukotai, Chapter 7 5	Sanhedrin	27b	Sanhedrin 27b:19	mesorat hashas
Bechukotai	Lev 26:3–27 (approx)	Sifra, Bechukotai, Chapter 7 5	Shevuot	39a	Shevuot 39a:22	mesorat hashas
Bechukotai	Lev 26:3–27 (approx)	Sifra, Bechukotai, Chapter 8 2	Bava Kamma	88a	Bava Kamma 88a:17	mesorat hashas
Bechukotai	Lev 26:3–27 (approx)	Sifra, Bechukotai, Chapter 8 2	Bava Metzia	92b	Bava Metzia 92b:14	mesorat hashas
Bechukotai	Lev 26:3–27 (approx)	Sifra, Bechukotai, Chapter 8 10	Megillah	11a	Megillah 11a:11	mesorat hashas
Bechukotai	Lev 26:3–27 (approx)	Sifra, Bechukotai, Chapter 8 4	Sanhedrin	105a	Sanhedrin 105a:5	mesorat hashas
Bechukotai	Lev 26:3–27 (approx)	Sifra, Bechukotai, Chapter 8 2	Sanhedrin	27b	Sanhedrin 27b:15	mesorat hashas
Bechukotai	Lev 26:3–27 (approx)	Sifra, Bechukotai, Chapter 9 1	Arakhin	5a	Arakhin 5a:1	mesorat hashas
Bechukotai	Lev 26:3–27 (approx)	Sifra, Bechukotai, Chapter 9 9	Chullin	135a	Chullin 135a:18	mesorat hashas
Bechukotai	Lev 26:3–27 (approx)	Sifra, Bechukotai, Chapter 9 8	Chullin	69a	Chullin 69a:21	mesorat hashas
Bechukotai	Lev 26:3–27 (approx)	Sifra, Bechukotai, Chapter 9 1	Chullin	69b	Chullin 69b:5	mesorat hashas
Bechukotai	Lev 26:3–27 (approx)	Sifra, Bechukotai, Chapter 9 9	Chullin	69b	Chullin 69b:4	mesorat hashas
Bechukotai	Lev 26:3–27 (approx)	Sifra, Bechukotai, Chapter 9 11	Pesachim	32a	Pesachim 32a:9	mesorat hashas
Bechukotai	Lev 26:3–27 (approx)	Sifra, Bechukotai, Chapter 9 8	Temurah	10a	Temurah 10a:10	mesorat hashas
Bechukotai	Lev 26:3–27 (approx)	Sifra, Bechukotai, Chapter 9 9	Temurah	11a	Temurah 11a:15-11b:1	mesorat hashas
Bechukotai	Lev 26:3–27 (approx)	Sifra, Bechukotai, Chapter 9 1	Temurah	11b	Temurah 11b:1	mesorat hashas
Bechukotai	Lev 26:3–27 (approx)	Sifra, Bechukotai, Chapter 9 5	Temurah	12a	Temurah 12a:7-8	mesorat hashas
Bechukotai	Lev 26:3–27 (approx)	Sifra, Bechukotai, Chapter 9 2	Temurah	13a	Temurah 13a:10	mesorat hashas
Bechukotai	Lev 26:3–27 (approx)	Sifra, Bechukotai, Chapter 9 3	Temurah	13a	Temurah 13a:7	mesorat hashas
Bechukotai	Lev 26:3–27 (approx)	Sifra, Bechukotai, Chapter 9 4	Temurah	13a	Temurah 13a:17	mesorat hashas
Bechukotai	Lev 26:3–27 (approx)	Sifra, Bechukotai, Chapter 9 4	Temurah	13a	Temurah 13a:8-9	mesorat hashas
Bechukotai	Lev 26:3–27 (approx)	Sifra, Bechukotai, Chapter 9 6	Temurah	2b	Temurah 2b:2	mesorat hashas
Bechukotai	Lev 26:3–27 (approx)	Sifra, Bechukotai, Chapter 9 10	Temurah	7b	Temurah 7b:13	mesorat hashas
Bechukotai	Lev 26:3–27 (approx)	Sifra, Bechukotai, Chapter 9 11	Temurah	7b	Temurah 7b:12-13	mesorat hashas
Bechukotai	Lev 26:3–27 (approx)	Sifra, Bechukotai, Chapter 9 11	Temurah	8b	Temurah 8b:2	mesorat hashas
Bechukotai	Lev 26:3–27 (approx)	Sifra, Bechukotai, Chapter 9 6	Temurah	9a	Temurah 9a:15	midrash
Bechukotai	Lev 26:3–27 (approx)	Sifra, Bechukotai, Chapter 9 11	Zevachim	57a	Zevachim 57a:8	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 1 2	Moed Katan	3a	Moed Katan 3a:4	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 1 4	Moed Katan	3a	Moed Katan 3a:4	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 1 8	Niddah	51b	Niddah 51b:12	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 1 8	Pesachim	52b	Pesachim 52b:3	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 1 8	Rosh Hashanah	9b	Rosh Hashanah 9b:2	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 1 2	Sanhedrin	37a	Sanhedrin 37a:1	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 1 2	Sukkah	41b	Sukkah 41b:4	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 1 8	Taanit	6b	Taanit 6b:6	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 1 2	Yoma	12a	Yoma 12a:7	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 2 3	Arakhin	32b	Arakhin 32b:15	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 2 4	Avodah Zarah	47b	Avodah Zarah 47b:11	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 2 4	Eruvin	71a	Eruvin 71a:4-5	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 2 4	Gittin	18a	Gittin 18a:10	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 2 5	Kiddushin	15a	Kiddushin 15a:14	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 2 4	Nazir	18b	Nazir 18b:8	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 2 3	Rosh Hashanah	33b	Rosh Hashanah 33b:11-12	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 2 4	Rosh Hashanah	33b	Rosh Hashanah 33b:11-12	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 2 1	Rosh Hashanah	8b	Rosh Hashanah 8b:9	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 2 2	Rosh Hashanah	9b	Rosh Hashanah 9b:8	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 2 4	Rosh Hashanah	9b	Rosh Hashanah 9b:2	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 2 4	Sanhedrin	4b	Sanhedrin 4b:9	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 2 4	Taanit	4b	Taanit 4b:10	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 2 4	Zevachim	38a	Zevachim 38a:8	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 2 4	Zevachim	39b	Zevachim 39b:3	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 3 10	Arakhin	18b	Arakhin 18b:10	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 3 10	Arakhin	29b	Arakhin 29b:2	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 3 10	Arakhin	30a	Arakhin 30a:6	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 3 3	Avodah Zarah	54b	Avodah Zarah 54b:8-9	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 3 5	Bava Metzia	49b	Bava Metzia 49b:5-6	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 3 6	Bava Metzia	50a	Bava Metzia 50a:1	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 3 7-8	Bava Metzia	51b	Bava Metzia 51b:11-52a:2	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 3 6	Bava Metzia	77b	Bava Metzia 77b:6-7	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 3 3	Kiddushin	58a	Kiddushin 58a:9-10	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 3 4	Niddah	51b	Niddah 51b:12	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 3 5	Pesachim	52a	Pesachim 52a:9	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 3 3	Sukkah	40b	Sukkah 40b:6	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 3 4	Taanit	6b	Taanit 6b:6	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 3 4	Yoma	83b	Yoma 83b:7	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 4 2	Arakhin	18b	Arakhin 18b:9	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 4 3	Arakhin	31b	Arakhin 31b:4	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 4 8	Arakhin	31b	Arakhin 31b:18	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 4 1	Arakhin	32a	Arakhin 32a:10	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 4 6	Arakhin	32a	Arakhin 32a:6	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 4 7	Arakhin	32a	Arakhin 32a:11-12	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 4 1	Arakhin	32b	Arakhin 32b:5	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 4 7	Arakhin	32b	Arakhin 32b:8	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 4 1	Arakhin	33b	Arakhin 33b:1	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 4 4	Bava Metzia	118b	Bava Metzia 118b:7	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 4 2	Bava Metzia	58b	Bava Metzia 58b:6	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 4 8	Gittin	74b	Gittin 74b:17	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 4 1	Megillah	10a	Megillah 10a:9	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 4 7	Megillah	10b	Megillah 10b:3	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 4 7	Megillah	3b	Megillah 3b:15	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 4 1	Shevuot	16a	Shevuot 16a:13	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 4 7	Shevuot	16a	Shevuot 16a:17	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 4 3	Yoma	64b	Yoma 64b:3	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 4 4	Yoma	65b	Yoma 65b:8-66a:1	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 5 3	Arakhin	25a	Arakhin 25a:3-4	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 5 1	Arakhin	28a	Arakhin 28a:2	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 5 2	Arakhin	30a	Arakhin 30a:9	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 5 3	Arakhin	30a	Arakhin 30a:7-8	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 5 4	Arakhin	30a	Arakhin 30a:12-13	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 5 2	Arakhin	30b	Arakhin 30b:17-18	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 5 1	Avodah Zarah	64b	Avodah Zarah 64b:9	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 5 2	Bava Metzia	60b	Bava Metzia 60b:8-11	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 5 3	Bava Metzia	62a	Bava Metzia 62a:2	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 5 2	Bava Metzia	62b	Bava Metzia 62b:11-12	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 5 2	Bava Metzia	71a	Bava Metzia 71a:20	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 5 2	Kiddushin	21a	Kiddushin 21a:13	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 6 5	Arakhin	26a	Arakhin 26a:4	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 6 2	Arakhin	33a	Arakhin 33a:9-10	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 6 7	Arakhin	33a	Arakhin 33a:15-16	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 6 1	Arakhin	33b	Arakhin 33b:2	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 6 4	Arakhin	33b	Arakhin 33b:16	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 6 8	Arakhin	33b	Arakhin 33b:4-5	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 6 9	Arakhin	33b	Arakhin 33b:12	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 6 4	Bava Metzia	99b	Bava Metzia 99b:1	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 6 4	Bekhorot	13a	Bekhorot 13a:15-16	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 6 5	Ketubot	43a	Ketubot 43a:15	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 6 5	Kiddushin	16b	Kiddushin 16b:14	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 6 4	Kiddushin	22b	Kiddushin 22b:7	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 6 3	Kiddushin	67b	Kiddushin 67b:5	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 6 9	Makkot	12a	Makkot 12a:7	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 6 4	Sotah	3b	Sotah 3b:6	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Section 6 4	Yevamot	78b	Yevamot 78b:3	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 7 3	Arakhin	30b	Arakhin 30b:2	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 7 4	Kiddushin	15a	Kiddushin 15a:14-15	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 7 3	Kiddushin	20a	Kiddushin 20a:14-15	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 7 3	Kiddushin	22a	Kiddushin 22a:10	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 8 1	Avodah Zarah	64b	Avodah Zarah 64b:9	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 8 1	Bava Kamma	113b	Bava Kamma 113b:4	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 8 1	Bava Metzia	71a	Bava Metzia 71a:10	mesorat hashas
Behar	Lev 25–26:2 (approx)	Sifra, Behar, Chapter 8 5	Kiddushin	20a	Kiddushin 20a:10	mesorat hashas
