Citation 1,Citation 2,Conection Type,Text 1,Text 2,Category 1,Category 2
"Tur, Even HaEzer 37:1","Prisha, Even HaEzer 37:8:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Prisha, Even HaEzer 37:9:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Prisha, Even HaEzer 37:10:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Prisha, Even HaEzer 37:11:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Prisha, Even HaEzer 37:12:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Prisha, Even HaEzer 37:13:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Prisha, Even HaEzer 37:14:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Prisha, Even HaEzer 37:15:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Prisha, Even HaEzer 37:16:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Prisha, Even HaEzer 37:17:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Prisha, Even HaEzer 37:18:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Prisha, Even HaEzer 37:19:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Prisha, Even HaEzer 37:20:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Prisha, Even HaEzer 37:21:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Prisha, Even HaEzer 37:22:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Prisha, Even HaEzer 37:23:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Prisha, Even HaEzer 37:24:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Prisha, Even HaEzer 37:25:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Prisha, Even HaEzer 37:26:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Prisha, Even HaEzer 37:27:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Prisha, Even HaEzer 37:28:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Prisha, Even HaEzer 37:29:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Prisha, Even HaEzer 37:30:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Prisha, Even HaEzer 37:31:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Prisha, Even HaEzer 37:32:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Prisha, Even HaEzer 37:33:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Prisha, Even HaEzer 37:34:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Prisha, Even HaEzer 37:35:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Prisha, Even HaEzer 37:36:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Prisha, Even HaEzer 37:37:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Prisha, Even HaEzer 37:38:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Prisha, Even HaEzer 37:39:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Prisha, Even HaEzer 37:40:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Prisha, Even HaEzer 37:41:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Darchei Moshe, Even HaEzer 37:3:1",commentary,"Tur, Even HaEzer","Darchei Moshe, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Darchei Moshe, Even HaEzer 37:6:1",commentary,"Tur, Even HaEzer","Darchei Moshe, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Darchei Moshe, Even HaEzer 37:7:1",commentary,"Tur, Even HaEzer","Darchei Moshe, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Darchei Moshe, Even HaEzer 37:10:1",commentary,"Tur, Even HaEzer","Darchei Moshe, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Darchei Moshe, Even HaEzer 37:11:1",commentary,"Tur, Even HaEzer","Darchei Moshe, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Darchei Moshe, Even HaEzer 37:14:1",commentary,"Tur, Even HaEzer","Darchei Moshe, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 37:1","Shulchan Arukh, Even HaEzer 37:1",commentary,"Tur, Even HaEzer","Shulchan Arukh, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38","Tur, Even HaEzer 69",ein mishpat / ner mitsvah,"Tur, Even HaEzer","Tur, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38","Tur, Even HaEzer 143",ein mishpat / ner mitsvah,"Tur, Even HaEzer","Tur, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:1:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:2:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:3:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:4:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:5:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:6:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:7:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:8:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:9:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:10:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:11:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:12:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:13:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:14:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:15:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:16:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:17:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:18:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:19:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:20:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:21:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:22:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:23:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:24:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:25:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:26:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:27:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:28:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:29:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:30:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:31:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:32:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:33:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:34:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:35:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:36:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:37:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:38:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:39:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:40:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:41:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:42:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:43:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:44:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:45:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:46:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:47:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:48:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:49:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:50:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Beit Yosef, Even HaEzer 38:51:1",commentary,"Tur, Even HaEzer","Beit Yosef, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Bach, Even HaEzer 38:1:1",commentary,"Tur, Even HaEzer","Bach, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Bach, Even HaEzer 38:2:1",commentary,"Tur, Even HaEzer","Bach, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Bach, Even HaEzer 38:3:1",commentary,"Tur, Even HaEzer","Bach, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Bach, Even HaEzer 38:4:1",commentary,"Tur, Even HaEzer","Bach, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Bach, Even HaEzer 38:5:1",commentary,"Tur, Even HaEzer","Bach, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Bach, Even HaEzer 38:6:1",commentary,"Tur, Even HaEzer","Bach, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Bach, Even HaEzer 38:7:1",commentary,"Tur, Even HaEzer","Bach, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Bach, Even HaEzer 38:8:1",commentary,"Tur, Even HaEzer","Bach, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Bach, Even HaEzer 38:9:1",commentary,"Tur, Even HaEzer","Bach, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Bach, Even HaEzer 38:10:1",commentary,"Tur, Even HaEzer","Bach, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Bach, Even HaEzer 38:11:1",commentary,"Tur, Even HaEzer","Bach, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Bach, Even HaEzer 38:12:1",commentary,"Tur, Even HaEzer","Bach, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Bach, Even HaEzer 38:13:1",commentary,"Tur, Even HaEzer","Bach, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Bach, Even HaEzer 38:14:1",commentary,"Tur, Even HaEzer","Bach, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Bach, Even HaEzer 38:15:1",commentary,"Tur, Even HaEzer","Bach, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Bach, Even HaEzer 38:16:1",commentary,"Tur, Even HaEzer","Bach, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Bach, Even HaEzer 38:17:1",commentary,"Tur, Even HaEzer","Bach, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Bach, Even HaEzer 38:18:1",commentary,"Tur, Even HaEzer","Bach, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Bach, Even HaEzer 38:19:1",commentary,"Tur, Even HaEzer","Bach, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Bach, Even HaEzer 38:20:1",commentary,"Tur, Even HaEzer","Bach, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Bach, Even HaEzer 38:21:1",commentary,"Tur, Even HaEzer","Bach, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Bach, Even HaEzer 38:22:1",commentary,"Tur, Even HaEzer","Bach, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Bach, Even HaEzer 38:23:1",commentary,"Tur, Even HaEzer","Bach, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Bach, Even HaEzer 38:24:1",commentary,"Tur, Even HaEzer","Bach, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Bach, Even HaEzer 38:25:1",commentary,"Tur, Even HaEzer","Bach, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Bach, Even HaEzer 38:26:1",commentary,"Tur, Even HaEzer","Bach, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Drisha, Even HaEzer 38:1:1",commentary,"Tur, Even HaEzer","Drisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Drisha, Even HaEzer 38:2:1",commentary,"Tur, Even HaEzer","Drisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Drisha, Even HaEzer 38:3:1",commentary,"Tur, Even HaEzer","Drisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Drisha, Even HaEzer 38:4:1",commentary,"Tur, Even HaEzer","Drisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Drisha, Even HaEzer 38:5:1",commentary,"Tur, Even HaEzer","Drisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Drisha, Even HaEzer 38:6:1",commentary,"Tur, Even HaEzer","Drisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Drisha, Even HaEzer 38:7:1",commentary,"Tur, Even HaEzer","Drisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Drisha, Even HaEzer 38:8:1",commentary,"Tur, Even HaEzer","Drisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Drisha, Even HaEzer 38:9:1",commentary,"Tur, Even HaEzer","Drisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Drisha, Even HaEzer 38:10:1",commentary,"Tur, Even HaEzer","Drisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Drisha, Even HaEzer 38:11:1",commentary,"Tur, Even HaEzer","Drisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Drisha, Even HaEzer 38:12:1",commentary,"Tur, Even HaEzer","Drisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Drisha, Even HaEzer 38:13:1",commentary,"Tur, Even HaEzer","Drisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Drisha, Even HaEzer 38:14:1",commentary,"Tur, Even HaEzer","Drisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:1:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:2:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:3:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:4:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:5:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:6:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:7:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:8:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:9:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:10:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:11:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:12:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:13:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:14:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:15:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:16:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:17:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:18:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:19:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:20:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:21:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:22:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:23:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:24:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:25:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:26:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:27:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:28:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:29:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:30:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:31:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:32:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:33:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:34:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:35:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:36:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:37:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:38:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:39:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
"Tur, Even HaEzer 38:1","Prisha, Even HaEzer 38:40:1",commentary,"Tur, Even HaEzer","Prisha, Even HaEzer",Halakhah,Halakhah
