Citation 1,Citation 2,Conection Type,Text 1,Text 2,Category 1,Category 2
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 37:2","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 37:2:1-2",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 37:3","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah 37:2",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 37:3","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 37:3:1-28",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 37:3","Rabbi Akiva Eiger on Shulchan Arukh, Yoreh De'ah 37:7",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Rabbi Akiva Eiger on Shulchan Arukh, Yoreh De'ah",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 37:4","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah 37:3",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 37:4","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 37:4:1-3",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 37:5","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 37:5:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 37:6","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 37:6:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 37:7","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 37:7:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 37:8","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 37:8:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 37:8","Rabbi Akiva Eiger on Shulchan Arukh, Yoreh De'ah 37:12",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Rabbi Akiva Eiger on Shulchan Arukh, Yoreh De'ah",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 37:9","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 37:9:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 381:1",Shabbat 146a,,"Turei Zahav on Shulchan Arukh, Yoreh De'ah",Shabbat,Halakhah,Talmud
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 38:1","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 38:1:1-3",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 38:2","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah 38:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 38:2","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 38:2:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 38:3","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 38:3:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 38:4","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah 38:2",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 38:4","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 38:4:1-4",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 391:1","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah 391:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 391:3","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah 391:2",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 391:3","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah 391:3",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 391:4","Rabbi Akiva Eiger on Shulchan Arukh, Yoreh De'ah 391:5",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Rabbi Akiva Eiger on Shulchan Arukh, Yoreh De'ah",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 392:3","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah 392:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 392:4","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah 392:2",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 395:3","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah 395:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 396:2","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah 396:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 396:2",Sukkah 27a,,"Turei Zahav on Shulchan Arukh, Yoreh De'ah",Sukkah,Halakhah,Talmud
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 396:2",Sanhedrin 47a:8,,"Turei Zahav on Shulchan Arukh, Yoreh De'ah",Sanhedrin,Halakhah,Talmud
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 396:2",Sukkah 27b:7,,"Turei Zahav on Shulchan Arukh, Yoreh De'ah",Sukkah,Halakhah,Talmud
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 396:2","Rabbi Akiva Eiger on Shulchan Arukh, Yoreh De'ah 396:2",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Rabbi Akiva Eiger on Shulchan Arukh, Yoreh De'ah",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 397:2","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah 397:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 397:2",Ketubot 77a:10,,"Turei Zahav on Shulchan Arukh, Yoreh De'ah",Ketubot,Halakhah,Talmud
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 397:2","Rabbi Akiva Eiger on Shulchan Arukh, Yoreh De'ah 397:4",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Rabbi Akiva Eiger on Shulchan Arukh, Yoreh De'ah",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 398:2",Zevachim 100a,,"Turei Zahav on Shulchan Arukh, Yoreh De'ah",Zevachim,Halakhah,Talmud
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 399:4","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah 399:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 399:4",Moed Katan 24a,,"Turei Zahav on Shulchan Arukh, Yoreh De'ah",Moed Katan,Halakhah,Talmud
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 399:5","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah 399:2",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 399:6","Rabbi Akiva Eiger on Shulchan Arukh, Yoreh De'ah 399:3",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Rabbi Akiva Eiger on Shulchan Arukh, Yoreh De'ah",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 39:1","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 39:1:1-2",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 39:10","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 39:10:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 39:11","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 39:11:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 39:12","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 39:12:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 39:12","Rabbi Akiva Eiger on Shulchan Arukh, Yoreh De'ah 39:3",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Rabbi Akiva Eiger on Shulchan Arukh, Yoreh De'ah",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 39:13","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 39:13:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 39:14","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah 39:3",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 39:14","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 39:14:1-2",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 39:15","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 39:15:1-2",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 39:16","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 39:16:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 39:17","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 39:17:1-4",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 39:18","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah 39:4",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 39:18","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 39:18:1-4",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 39:19","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 39:19:1-2",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 39:19","Rabbi Akiva Eiger on Shulchan Arukh, Yoreh De'ah 39:5",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Rabbi Akiva Eiger on Shulchan Arukh, Yoreh De'ah",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 39:2","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 39:2:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 39:20","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 39:20:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 39:21","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 39:21:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 39:22","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah 39:5",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 39:22","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 39:22:1-3",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 39:23","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah 39:6",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 39:23","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 39:23:1-2",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 39:23","Rabbi Akiva Eiger on Shulchan Arukh, Yoreh De'ah 39:7",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Rabbi Akiva Eiger on Shulchan Arukh, Yoreh De'ah",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 39:24","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 39:24:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 39:3","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 39:3:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 39:4","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 39:4:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 39:4","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 39:4:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 39:5","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 39:5:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 39:6","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah 39:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 39:6","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 39:6:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 39:7","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 39:7:1-4",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 39:8","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah 39:2",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 39:8","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 39:8:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 39:9","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 39:9:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 3:1","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 3:1:1-4",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 402:1","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah 402:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 402:7","Rabbi Akiva Eiger on Shulchan Arukh, Yoreh De'ah 402:3",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Rabbi Akiva Eiger on Shulchan Arukh, Yoreh De'ah",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 402:9","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah 402:3",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 40:1","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 40:1:1-3",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 40:2","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 40:2:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 40:3","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 40:3:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 40:4","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah 40:2",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 40:4","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 40:4:1-3",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 40:5","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 40:5:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 41:1","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 41:1:1-4",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 41:10","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 41:10:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 41:11","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 41:11:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 41:2","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah 41:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 41:2","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 41:2:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 41:3","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 41:3:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 41:4","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 41:4:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 41:5","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 41:5:1-3",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 41:6","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 41:6:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 41:7","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 41:7:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 41:8","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 41:8:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 41:9","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 41:9:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 42:1","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 42:1:1-2",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 42:2","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 42:2:1-3",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 43:1","Pri Megadim on Yoreh De'ah, Mishbezot Zahav 43:1:1-2",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Pri Megadim on Yoreh De'ah, Mishbezot Zahav",Halakhah,Halakhah
"Turei Zahav on Shulchan Arukh, Yoreh De'ah 43:2","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah 43:1",commentary,"Turei Zahav on Shulchan Arukh, Yoreh De'ah","Nekudat HaKesef on Shulchan Arukh, Yoreh De'ah",Halakhah,Halakhah
